Id,SalePrice
1592,115245.0
1593,126500.0
1594,145597.4
1595,122550.0
1596,243550.0
1597,173280.0
1598,185310.0
1599,213737.8
1600,198795.6
1601,64330.0
1602,122310.0
1603,100685.0
1604,277692.6
1605,244429.3
1606,172440.0
1607,169670.5
1608,226050.0
1609,213184.0
1610,146992.8
1611,144340.0
1612,156049.9
1613,165491.4
1614,130540.0
1615,90465.0
1616,79440.0
1617,87700.0
1618,129936.0
1619,128840.0
1620,155100.2
1621,126780.0
1622,147886.8
1623,335030.0
1624,210130.0
1625,148480.0
1626,178690.0
1627,186650.0
1628,302421.3
1629,173540.0
1630,357844.1
1631,245050.0
1632,251020.0
1633,161276.2
1634,180990.0
1635,186000.0
1636,159188.5
1637,184600.0
1638,236977.0
1639,188225.0
1640,238050.0
1641,174700.0
1642,222930.0
1643,217221.9
1644,223275.6
1645,181620.0
1646,154920.0
1647,149440.0
1648,124700.0
1649,137020.0
1650,125800.0
1651,125095.0
1652,92250.0
1653,93640.0
1654,159400.0
1655,150890.0
1656,154650.0
1657,160400.0
1658,150945.0
1659,141975.0
1660,141980.0
1661,461180.3744999993
1662,368629.7914999997
1663,378116.2
1664,398556.38299999945
1665,282422.6
1666,330336.5
1667,403784.08299999946
1668,311723.9
1669,290400.7
1670,336424.9
1671,279684.2
1672,466324.65749999863
1673,295732.6
1674,252819.0
1675,189365.0
1676,196590.0
1677,220126.0
1678,414033.1914999997
1679,390746.9
1680,305938.3
1681,272472.2
1682,294446.3
1683,180600.0
1684,168516.5
1685,171363.5
1686,170581.5
1687,161570.7
1688,187650.0
1689,193513.5
1690,183980.0
1691,167592.2
1692,269309.0
1693,159976.2
1694,184520.0
1695,161757.0
1696,289787.9
1697,171247.0
1698,376931.9914999997
1699,360656.2
1700,254690.0
1701,268250.0
1702,253701.8
1703,247981.8
1704,331765.5
1705,255304.6
1706,422570.67449999915
1707,211841.5
1708,225992.1
1709,279928.6
1710,223785.4
1711,260655.3
1712,255389.0
1713,256010.5
1714,222425.0
1715,202180.0
1716,205658.0
1717,176267.9
1718,143600.0
1719,204630.0
1720,259998.0
1721,172538.5
1722,134550.0
1723,144150.0
1724,219652.0
1725,237690.0
1726,177680.0
1727,173808.2
1728,195080.0
1729,160700.0
1730,166390.6
1731,120085.0
1732,128770.0
1733,130580.0
1734,135740.0
1735,135040.0
1736,116180.0
1737,323330.0
1738,214040.0
1739,278811.4
1740,180043.2
1741,179780.0
1742,179400.0
1743,173590.0
1744,312250.0
1745,225375.0
1746,287606.8
1747,217200.0
1748,217894.0
1749,155309.0
1750,149175.0
1751,219228.0
1752,118770.0
1753,154300.0
1754,225080.0
1755,164590.0
1756,121070.0
1757,125700.0
1758,149440.0
1759,186990.0
1760,159315.0
1761,152300.0
1762,166300.0
1763,171700.0
1764,105435.0
1765,178590.0
1766,163875.0
1767,195800.0
1768,133700.0
1769,150990.0
1770,133090.0
1771,132590.0
1772,149700.0
1773,137430.0
1774,134900.0
1775,124300.0
1776,119590.0
1777,118870.0
1778,123800.0
1779,102219.3
1780,203840.0
1781,123508.0
1782,108090.0
1783,135362.5
1784,81451.1
1785,109008.0
1786,157110.0
1787,177308.0
1788,54040.0
1789,108355.0
1790,88711.1
1791,157100.0
1792,157950.0
1793,140080.0
1794,145780.0
1795,136690.0
1796,111670.0
1797,135740.0
1798,123750.0
1799,119640.0
1800,128110.0
1801,140600.0
1802,166850.0
1803,169390.0
1804,141561.0
1805,134920.0
1806,112350.0
1807,131240.0
1808,110610.0
1809,135698.7
1810,138850.0
1811,130400.0
1812,113010.0
1813,122065.0
1814,104250.0
1815,55672.2
1816,104580.0
1817,114510.0
1818,118800.0
1819,119440.0
1820,67199.3
1821,130800.0
1822,141590.0
1823,64000.0
1824,147435.0
1825,131223.4
1826,96190.0
1827,103540.0
1828,138100.0
1829,110296.0
1830,159200.0
1831,184030.0
1832,124750.0
1833,146068.4
1834,153140.0
1835,164059.0
1836,136440.0
1837,84710.0
1838,131935.0
1839,72740.0
1840,156650.0
1841,152120.0
1842,83550.0
1843,147830.0
1844,136715.0
1845,139453.2
1846,150035.0
1847,153121.0
1848,63891.1
1849,108510.0
1850,131030.0
1851,152545.0
1852,129298.0
1853,124200.0
1854,164450.0
1855,138022.6
1856,233240.0
1857,180240.0
1858,161281.6
1859,124226.6
1860,142201.1
1861,124226.6
1862,297492.8
1863,297492.8
1864,297492.8
1865,314792.2
1866,313031.7
1867,241913.0
1868,326990.2
1869,192017.9
1870,256229.1
1871,239249.0
1872,171531.0
1873,229907.8
1874,136630.0
1875,204544.5
1876,188935.0
1877,213590.0
1878,215988.7
1879,138050.0
1880,138536.0
1881,245432.8
1882,271087.7
1883,195047.5
1884,219220.0
1885,265150.0
1886,333442.6
1887,207150.0
1888,311365.7
1889,152912.8
1890,134475.0
1891,148860.0
1892,119501.6
1893,142900.0
1894,132050.0
1895,147790.0
1896,129600.0
1897,123465.0
1898,107790.0
1899,130980.0
1900,153035.0
1901,155920.0
1902,128405.9
1903,216480.0
1904,136500.0
1905,186820.0
1906,166650.0
1907,220500.0
1908,108200.0
1909,125115.0
1910,119990.0
1911,203462.4
1912,264400.0
1913,138700.0
1914,62650.0
1915,316803.2
1916,85690.0
1917,262500.0
1918,134000.0
1919,163750.0
1920,167511.9
1921,398426.39149999974
1922,297780.0
1923,211987.0
1924,259325.0
1925,224090.0
1926,375035.9
1927,144500.0
1928,154075.0
1929,124120.0
1930,109195.0
1931,141885.0
1932,125650.0
1933,174214.0
1934,185300.0
1935,174673.0
1936,189150.0
1937,187030.0
1938,174825.7
1939,232990.0
1940,195835.6
1941,175940.0
1942,189806.5
1943,199716.5
1944,299089.0
1945,342742.6
1946,159760.0
1947,306896.1
1948,171900.0
1949,262237.2
1950,176455.0
1951,234700.0
1952,217500.0
1953,155100.0
1954,217500.0
1955,118550.8
1956,304881.9
1957,180475.0
1958,321200.0
1959,134450.0
1960,118576.6
1961,124810.0
1962,104180.0
1963,102530.0
1964,109590.0
1965,150100.0
1966,149940.0
1967,277864.4
1968,406575.09149999975
1969,397207.9914999997
1970,472870.67449999915
1971,449112.5744999992
1972,407862.7914999997
1973,282500.0
1974,312075.0
1975,445442.68299999944
1976,273981.6
1977,370528.1914999997
1978,375766.38299999945
1979,293596.7
1980,191006.0
1981,348890.8
1982,240878.5
1983,223948.0
1984,175840.0
1985,195590.0
1986,201443.4
1987,191107.4
1988,177390.0
1989,185517.5
1990,229712.5
1991,220883.8
1992,223300.0
1993,166525.7
1994,264600.0
1995,181050.0
1996,281891.9
1997,348325.7914999997
1998,362067.0
1999,252339.0
2000,310283.8
2001,289930.0
2002,221500.0
2003,256830.3
2004,259192.6
2005,234527.8
2006,229742.6
2007,245830.4
2008,221012.0
2009,180480.0
2010,186023.5
2011,158070.0
2012,196605.9
2013,178520.0
2014,188828.5
2015,190610.0
2016,186540.0
2017,196940.0
2018,118580.0
2019,138430.0
2020,127990.0
2021,117025.0
2022,164428.5
2023,153048.4
2024,195740.0
2025,317280.0
2026,183027.9
2027,131735.0
2028,156408.5
2029,173550.0
2030,276656.1
2031,234980.1
2032,281485.6
2033,265063.2
2034,161270.0
2035,209490.0
2036,210400.0
2037,210400.0
2038,308516.8
2039,224148.5
2040,427654.09149999975
2041,277176.1
2042,205000.0
2043,163400.0
2044,183005.0
2045,233913.7
2046,132280.5
2047,148690.0
2048,136805.0
2049,128320.0
2050,180860.0
2051,102800.0
2052,124035.0
2053,142000.0
2054,72411.1
2055,147790.0
2056,119580.0
2057,121150.0
2058,213290.0
2059,111655.9
2060,160425.0
2061,177068.5
2062,127770.0
2063,114790.0
2064,135820.0
2065,124465.0
2066,201290.0
2067,139092.8
2068,137250.0
2069,88790.0
2070,116090.0
2071,103360.0
2072,135240.0
2073,127465.0
2074,171230.0
2075,150880.0
2076,132550.0
2077,142350.0
2078,140460.0
2079,128970.8
2080,110500.0
2081,124890.0
2082,135250.0
2083,143785.0
2084,114065.0
2085,128910.0
2086,100400.0
2087,123330.0
2088,121033.4
2089,88631.1
2090,139450.0
2091,131830.0
2092,141110.0
2093,150980.0
2094,128540.0
2095,154880.0
2096,88670.0
2097,89540.0
2098,141400.0
2099,67361.1
2100,115090.0
2101,122530.0
2102,152275.0
2103,99700.0
2104,139175.0
2105,135690.0
2106,86470.0
2107,240496.6
2108,127415.8
2109,117090.8
2110,119385.0
2111,157915.0
2112,145860.0
2113,116175.0
2114,98590.0
2115,146395.0
2116,110440.0
2117,156497.5
2118,115060.0
2119,103575.0
2120,107965.0
2121,123890.0
2122,94530.0
2123,90180.0
2124,192087.5
2125,128850.0
2126,154500.0
2127,161486.8
2128,132250.0
2129,99235.0
2130,155213.4
2131,167405.0
2132,122930.0
2133,108790.0
2134,116880.0
2135,93911.1
2136,85500.0
2137,122560.0
2138,138710.0
2139,154185.0
2140,136470.0
2141,142290.0
2142,143105.0
2143,140812.5
2144,101021.8
2145,130090.0
2146,152645.0
2147,157980.0
2148,127110.0
2149,129550.0
2150,228700.0
2151,135410.0
2152,176275.0
2153,173500.0
2154,114290.0
2155,126000.0
2156,207247.9
2157,239757.0
2158,237690.0
2159,214400.0
2160,172070.7
2161,265355.6
2162,447823.18299999944
2163,324019.5
2164,256930.5
2165,182645.0
2166,144230.0
2167,207730.0
2168,198650.0
2169,196227.5
2170,220440.0
2171,119716.6
2172,141850.0
2173,165343.5
2174,238618.6
2175,342437.7914999997
2176,325540.2
2177,237190.0
2178,232062.6
2179,142410.0
2180,208675.0
2181,193880.0
2182,221185.4
2183,195914.5
2184,134075.0
2185,132125.0
2186,148462.5
2187,138570.0
2188,144257.5
2189,196937.0
2190,86300.0
2191,88980.0
2192,96670.0
2193,80469.3
2194,91350.0
2195,113600.0
2196,95205.0
2197,96690.0
2198,167830.0
2199,156725.3
2200,133395.0
2201,114410.0
2202,193130.0
2203,154936.4
2204,163700.0
2205,109740.0
2206,136417.5
2207,215276.3
2208,239930.0
2209,171890.0
2210,120600.0
2211,111875.0
2212,107825.0
2213,94080.0
2214,144125.0
2215,91029.3
2216,152605.0
2217,81909.3
2218,101225.0
2219,80350.0
2220,66830.0
2221,316653.2
2222,243587.2
2223,242688.5
2224,226550.0
2225,142185.3
2226,181893.2
2227,196657.8
2228,269222.2
2229,221491.9
2230,155842.8
2231,212170.0
2232,190158.5
2233,164330.0
2234,277956.1
2235,206575.0
2236,289310.0
2237,394774.0
2238,201690.0
2239,131200.0
2240,149040.0
2241,145175.0
2242,136040.0
2243,145025.0
2244,104550.0
2245,92900.0
2246,133725.0
2247,95400.0
2248,116835.0
2249,122390.0
2250,141540.0
2251,126234.0
2252,178015.0
2253,146151.7
2254,174503.2
2255,189325.0
2256,188880.0
2257,183440.0
2258,182350.0
2259,179510.0
2260,148920.0
2261,188540.0
2262,193695.6
2263,316875.0
2264,435313.9829999994
2265,180640.0
2266,268526.3
2267,378025.6
2268,364701.1
2269,169820.0
2270,175981.5
2271,257950.0
2272,203760.0
2273,160590.0
2274,167945.0
2275,150575.0
2276,164460.0
2277,189784.0
2278,178750.0
2279,116890.0
2280,121700.8
2281,175738.0
2282,174319.0
2283,101550.0
2284,105800.0
2285,142350.0
2286,129920.0
2287,344068.4
2288,262810.4
2289,420042.6
2290,446885.08299999946
2291,309819.9
2292,388935.3
2293,466668.4744999992
2294,450397.17449999915
2295,437575.59149999975
2296,343431.5
2297,313197.7
2298,287483.9
2299,399110.7829999995
2300,298940.2
2301,270838.5
2302,233917.0
2303,271581.6
2304,228434.1
2305,189387.9
2306,187250.0
2307,188205.0
2308,237168.0
2309,277282.2
2310,226663.6
2311,203820.0
2312,178997.0
2313,171920.0
2314,181647.5
2315,167797.0
2316,170135.7
2317,178106.3
2318,169968.5
2319,170978.5
2320,185847.4
2321,241881.6
2322,170320.0
2323,179422.0
2324,166872.2
2325,212682.8
2326,164010.2
2327,217540.0
2328,223500.0
2329,178380.0
2330,175940.0
2331,360887.0
2332,405440.9914999997
2333,309110.0
2334,260095.8
2335,270447.7
2336,354866.9
2337,204464.5
2338,274006.1
2339,242729.5
2340,408745.0
2341,227677.1
2342,254176.3
2343,221980.0
2344,246150.0
2345,229831.3
2346,214094.6
2347,197847.5
2348,237675.6
2349,156174.9
2350,261092.6
2351,242044.6
2352,244651.3
2353,204697.9
2354,135260.0
2355,146125.0
2356,146080.0
2357,193665.0
2358,192275.0
2359,130390.0
2360,116220.0
2361,134150.0
2362,249800.0
2363,136340.0
2364,149285.0
2365,210787.8
2366,194014.0
2367,234200.0
2368,205700.0
2369,227090.0
2370,169293.2
2371,164640.0
2372,190850.0
2373,284972.7
2374,286730.0
2375,253100.0
2376,253318.6
2377,322000.0
2378,128175.0
2379,190120.0
2380,147720.0
2381,157125.0
2382,187114.1
2383,214325.0
2384,256839.0
2385,150410.0
2386,140480.0
2387,130940.0
2388,98970.0
2389,133800.0
2390,130525.0
2391,136050.0
2392,110190.0
2393,158500.0
2394,151750.0
2395,178250.0
2396,154880.0
2397,199690.0
2398,131080.0
2399,53950.0
2400,56010.0
2401,117300.0
2402,132080.0
2403,135590.0
2404,131425.0
2405,157890.0
2406,137915.0
2407,129960.0
2408,143683.0
2409,131460.0
2410,162490.0
2411,129860.0
2412,140845.0
2413,137200.0
2414,133570.0
2415,130395.3
2416,124085.0
2417,122015.0
2418,119580.0
2419,119850.0
2420,127780.0
2421,159490.0
2422,110615.0
2423,128000.0
2424,155993.4
2425,182678.0
2426,125987.5
2427,136528.7
2428,181490.0
2429,119836.6
2430,126690.0
2431,130375.0
2432,135640.0
2433,132150.0
2434,143890.0
2435,164950.0
2436,100700.0
2437,113525.0
2438,123830.0
2439,107830.0
2440,123490.0
2441,109250.0
2442,113525.0
2443,112680.0
2444,120189.3
2445,100900.0
2446,147340.0
2447,223036.3
2448,150095.0
2449,120212.5
2450,167190.0
2451,122600.0
2452,233480.0
2453,97870.0
2454,115040.0
2455,118800.0
2456,145215.0
2457,110350.0
2458,102590.0
2459,107875.0
2460,148870.0
2461,121200.0
2462,145050.0
2463,120600.0
2464,154140.0
2465,127050.0
2466,119840.0
2467,168050.0
2468,83748.6
2469,90600.0
2470,216130.2
2471,230372.5
2472,171890.0
2473,127050.0
2474,115350.0
2475,237980.0
2476,118465.0
2477,136665.0
2478,155990.0
2479,127425.0
2480,125080.0
2481,123540.9
2482,139180.0
2483,116410.8
2484,116985.0
2485,120575.8
2486,137395.0
2487,182650.0
2488,158535.0
2489,133676.6
2490,145100.0
2491,92390.0
2492,185860.0
2493,120615.0
2494,178470.0
2495,105332.6
2496,231090.0
2497,151505.0
2498,118635.0
2499,91515.0
2500,131600.0
2501,130788.0
2502,154743.4
2503,116900.0
2504,195650.0
2505,218100.0
2506,256956.3
2507,348682.59149999975
2508,254486.3
2509,214780.0
2510,255823.3
2511,191785.8
2512,217672.5
2513,215020.0
2514,218500.0
2515,150610.0
2516,137230.0
2517,131730.0
2518,146370.0
2519,231540.0
2520,207920.0
2521,186960.0
2522,219417.8
2523,135780.0
2524,144040.0
2525,143840.0
2526,148350.0
2527,99770.0
2528,124320.0
2529,138245.0
2530,118540.0
2531,258512.2
2532,230090.0
2533,197462.5
2534,243676.3
2535,330583.1914999997
2536,233450.0
2537,231987.8
2538,180267.5
2539,190597.9
2540,178160.2
2541,185937.8
2542,152462.2
2543,131640.0
2544,129450.0
2545,134590.0
2546,142970.0
2547,146205.0
2548,159221.0
2549,152120.0
2550,276491.38299999945
2551,144995.0
2552,118155.0
2553,86800.0
2554,118910.5
2555,112780.0
2556,104710.0
2557,126640.0
2558,146063.4
2559,129843.4
2560,127930.0
2561,128100.0
2562,139643.4
2563,147877.1
2564,176140.0
2565,97290.0
2566,150990.0
2567,131700.0
2568,187000.0
2569,170865.0
2570,112050.0
2571,156514.9
2572,194150.0
2573,247130.0
2574,285925.0
2575,137200.0
2576,136900.0
2577,153960.0
2578,94930.0
2579,70240.0
2580,148364.0
2581,135877.5
2582,116540.0
2583,314042.6
2584,162930.0
2585,166765.0
2586,209180.0
2587,212630.0
2588,158070.0
2589,148720.0
2590,253190.0
2591,226247.0
2592,230016.3
2593,244182.2
2594,172000.0
2595,217250.0
2596,320832.6
2597,179920.0
2598,263297.9
2599,292369.5
2600,149033.2
2601,130795.0
2602,88550.0
2603,99575.0
2604,84850.0
2605,81500.0
2606,146250.0
2607,167060.0
2608,195605.0
2609,163615.0
2610,112130.0
2611,165650.0
2612,150700.0
2613,129880.0
2614,130750.0
2615,154425.0
2616,143010.0
2617,174900.0
2618,173530.0
2619,236965.0
2620,189608.2
2621,193220.5
2622,179064.0
2623,281398.0
2624,290288.5
2625,343766.1914999997
2626,161450.0
2627,180450.0
2628,396529.1914999997
2629,459489.7829999995
2630,337741.6
2631,449467.0744999992
2632,399347.2914999997
2633,304077.8
2634,371895.3
2635,152480.0
2636,192680.0
2637,143200.0
2638,273947.0
2639,173040.0
2640,153710.0
2641,100700.0
2642,192790.0
2643,107330.0
2644,118050.0
2645,96500.0
2646,91200.0
2647,99790.0
2648,139272.5
2649,136653.3
2650,146350.0
2651,151050.0
2652,477850.4744999992
2653,241011.3
2654,245649.8
2655,344129.4
2656,314198.8
2657,322861.0
2658,275072.7
2659,295777.7
2660,347110.0
2661,354259.2
2662,341542.6
2663,308625.0
2664,275482.2
2665,300008.4
2666,309656.1
2667,171001.0
2668,177480.0
2669,178429.1
2670,290921.3
2671,180540.0
2672,177215.0
2673,205520.8
2674,211354.6
2675,165458.9
2676,190440.0
2677,201754.0
2678,274172.9
2679,303642.4
2680,273580.0
2681,397876.8
2682,328126.6
2683,471073.5574999987
2684,304691.9
2685,377944.89149999974
2686,256794.3
2687,339177.1
2688,233527.8
2689,222500.2
2690,478733.44049999816
2691,177957.5
2692,138550.0
2693,189067.5
2694,142750.0
2695,184835.0
2696,187345.0
2697,180265.0
2698,204485.0
2699,173999.0
2700,167545.0
2701,128778.2
2702,110460.0
2703,142193.2
2704,141910.0
2705,131670.0
2706,115845.0
2707,122052.4
2708,144570.0
2709,112390.0
2710,123520.0
2711,267050.0
2712,361993.2
2713,174795.2
2714,150955.6
2715,175440.0
2716,146014.5
2717,190156.5
2718,234654.6
2719,144600.0
2720,162990.0
2721,140440.0
2722,164410.0
2723,146120.0
2724,127250.0
2725,136295.0
2726,143390.0
2727,179795.0
2728,179240.0
2729,147795.0
2730,142495.0
2731,118780.0
2732,116195.0
2733,151900.0
2734,150390.0
2735,130375.0
2736,142290.0
2737,126190.0
2738,135790.0
2739,142900.0
2740,119167.5
2741,135685.9
2742,149400.0
2743,150565.0
2744,136590.0
2745,131655.0
2746,137800.0
2747,168135.0
2748,123810.0
2749,134275.0
2750,137600.0
2751,127620.0
2752,240047.9
2753,150095.0
2754,196012.4
2755,132720.0
2756,99930.0
2757,76771.1
2758,78171.1
2759,140147.5
2760,143671.9
2761,137370.0
2762,145305.0
2763,194290.0
2764,182761.5
2765,272872.0
2766,135193.4
2767,98720.0
2768,136320.0
2769,110505.9
2770,159730.0
2771,125790.0
2772,117400.0
2773,151314.0
2774,142233.4
2775,145150.0
2776,147830.0
2777,155390.0
2778,125280.0
2779,128420.0
2780,107053.0
2781,97748.0
2782,91480.0
2783,95840.0
2784,129180.0
2785,147638.7
2786,51470.0
2787,117070.0
2788,94550.0
2789,241578.0
2790,90050.0
2791,110665.0
2792,84698.0
2793,173008.7
2794,101120.0
2795,111900.0
2796,105800.0
2797,208350.0
2798,115100.0
2799,113270.0
2800,77289.3
2801,111425.0
2802,151830.0
2803,141240.0
2804,136163.2
2805,95590.0
2806,84350.0
2807,145790.0
2808,152490.0
2809,133920.0
2810,137750.0
2811,166828.4
2812,147500.0
2813,140390.5
2814,153230.5
2815,115860.0
2816,247490.0
2817,115830.0
2818,131936.0
2819,166545.2
2820,127120.0
2821,124630.0
2822,190100.0
2823,227115.6
2824,167890.0
2825,164490.0
2826,141582.5
2827,153830.0
2828,187190.0
2829,166670.0
2830,216693.4
2831,186007.9
2832,227597.0
2833,278427.7
2834,207940.0
2835,218640.0
2836,188755.0
2837,154290.0
2838,140948.5
2839,183270.0
2840,198228.0
2841,202987.5
2842,209841.3
2843,149175.0
2844,151890.0
2845,127500.0
2846,219257.5
2847,192839.0
2848,222909.0
2849,203427.5
2850,285050.0
2851,241480.0
2852,234470.0
2853,243850.0
2854,141960.0
2855,190223.4
2856,209532.5
2857,189090.0
2858,197395.4
2859,132638.7
2860,126200.0
2861,111220.9
2862,194885.0
2863,116840.0
2864,262450.0
2865,146355.0
2866,143424.0
2867,83380.0
2868,111490.0
2869,135900.0
2870,164623.2
2871,112350.0
2872,51941.1
2873,123020.0
2874,151690.0
2875,125970.0
2876,174349.0
2877,148125.0
2878,159950.0
2879,162450.0
2880,115635.0
2881,151395.0
2882,160190.0
2883,179095.0
2884,196050.0
2885,183100.0
2886,206940.0
2887,115280.0
2888,126820.0
2889,69081.1
2890,85880.0
2891,154230.0
2892,72531.1
2893,124750.0
2894,62700.0
2895,311182.6
2896,275692.6
2897,190705.0
2898,159045.3
2899,233220.0
2900,161680.0
2901,183090.0
2902,182199.0
2903,369504.3
2904,374092.39149999974
2905,133243.2
2906,201790.0
2907,108200.4
2908,134600.0
2909,147683.4
2910,92000.0
2911,88550.0
2912,144340.9
2913,95050.0
2914,79040.0
2915,77240.0
2916,91490.0
2917,156050.0
2918,110110.0
2919,237822.5
